impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-116587,A583342,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583342,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mallory,Cat,10 YEARS,Spayed Female,Domestic Longhair,Tortie,4/20/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583342,Image Copyright HLP Inc. 2019,"Received on: 2019-04-20<p/> Description: Tortie<p/>  Spayed Female Domestic Longhair Cat<p/> Age: 10 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Mallory and I am available for adoption.<p/><p/>I was brought in by a good samaritan on April 20, 2019. <p/><p/>I'm a super sweet and affectionate older lady!  I'm absolutely beautiful and have very unique color patterns. I love being brushed and will need to be groomed regularly to keep my locks beautiful!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",GREEN
K19-116587,A583342,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583342,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mallory,Cat,10 YEARS,Spayed Female,Domestic Longhair,Tortie,4/20/19 0:00,Received on,23600 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583342,Image Copyright HLP Inc. 2019,"Received on: 2019-04-20<p/> Found Near: 23600 PACIFIC HWY S, KENT WA 98032<p/> Description: Tortie Spayed Female Domestic Longhair Cat<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-116656,A583527,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583527,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Beverley,Cat,1 YEAR,Spayed Female,Domestic Shorthair,Black,4/23/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583527,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Beverley and I am available for adoption.<p/><p/><p/>I was brought in by a good samaritan on 4/23/19.<p/><p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>I might do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/>",BLUE
K19-116654,A583525,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Mediumhair,Brn Tabby,4/23/19 0:00,Received on,11600 SE 258TH ST,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 11600 SE 258TH ST, KENT WA 98030<p/> Description: Brn Tabby Unaltered Domestic Mediumhair Cat<p/> Age: NO AGE<p/>",
K19-116648,A574834,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,7,Dead Cat,1 YEAR 5 MONTHS,Neutered Male,Domestic Shorthair,Black,4/23/19 0:00,Received on,19800 140TH AVE SE,RENTON,WA,98058,KING COUNTY,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 19800 140TH AVE SE, RENTON WA 98058<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 5 MONTHS<p/>",
K19-116651,A583521,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Gray,4/23/19 0:00,Received on,23700 100TH AVE SE,KENT,WA,98031,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 23700 100TH AVE SE, KENT WA 98031<p/> Description: Gray Unaltered Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-116656,A583527,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583527,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Beverley,Cat,1 YEAR,Spayed Female,Domestic Shorthair,Black,4/23/19 0:00,Received on,3200 S 169TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583527,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 3200 S 169TH ST, SEATAC WA 98188<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-116632,A583503,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,2 YEARS,Male,Domestic Shorthair,Org Tabby,4/23/19 0:00,Received on,6800 148TH AVE NE,REDMOND,WA,98052,REDMOND,47.661856,-122.143092,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-23<p/> Found Near: 6800 148TH AVE NE, REDMOND WA 98052<p/> Description: Org Tabby Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/>",
K19-116673,A583586,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583586,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sergio,Dog,3 YEARS,Neutered Male,Pit Bull / Siberian Husky,Tan / White,4/24/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583586,Image Copyright HLP Inc. 2019,"Received on: 2019-04-24<p/> Description: Tan / White<p/>  Neutered Male Pit Bull / Siberian Husky Dog<p/> Age: 3 YEARS<p/> Adoption Fee: $225.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sergio and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 4/24/19.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/><p/>",GREEN
K19-116673,A583586,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583586,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sergio,Dog,3 YEARS,Neutered Male,Pit Bull / Siberian Husky,Tan / White,4/24/19 0:00,Received on,27000 174TH PL SE,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583586,Image Copyright HLP Inc. 2019,"Received on: 2019-04-24<p/> Found Near: 27000 174TH PL SE, COVINGTON WA 98042<p/> Description: Tan / White Neutered Male Pit Bull / Siberian Husky Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-116720,A583708,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583708,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Edgar,Rat,1 YEAR 6 MONTHS,Male,Rat,Gray / White,4/25/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583708,Image Copyright HLP Inc. 2019,"Received on: 2019-04-25<p/> Description: Gray / White<p/>  Male Rat Rat<p/> Age: 1 YEAR 6 MONTHS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K19-116719,A583707,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583707,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Walter,Rat,1 YEAR 6 MONTHS,Male,Rat,Gray / White,4/25/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583707,Image Copyright HLP Inc. 2019,"Received on: 2019-04-25<p/> Description: Gray / White<p/>  Male Rat Rat<p/> Age: 1 YEAR 6 MONTHS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K19-116730,A583727,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Cheddar,Cat,2 YEARS,Neutered Male,Domestic Longhair,Org Tabby / White,4/26/19 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583727,Image Copyright HLP Inc. 2019,"Received on: 2019-04-26<p/> Description: Org Tabby / White Neutered Male Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Cheddar and I am available for adoption.<p/><p/>I was brought in by a good samaritan on April 25, 2019. <p/><p/>I'm a fun, loving guy with a delightful personality.  I'm super sweet and affectionate but I also like to run around and play! I'm looking for a loving family with lots of attention to give me!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",
K19-116791,A583814,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Bird,NO AGE,Unaltered,Duck,Yellow / Brown,4/28/19 0:00,Received on,16300 ASH WAY,LYNNWOOD,WA,98087,SNOHOMISH COUNT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-28<p/> Found Near: 16300 ASH WAY, LYNNWOOD WA 98087<p/> Description: Yellow / Brown Unaltered Duck Bird<p/> Age: NO AGE<p/>",
K19-116788,A583812,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,NO AGE,Male,Pit Bull,Tan / White,4/28/19 0:00,Received on,21000 FRAGER RD S,KENT,WA,98032,KENT,47.41338,-122.265179,,Image Copyright HLP Inc. 2019,"Received on: 2019-04-28<p/> Found Near: 21000 FRAGER RD S, KENT WA 98032<p/> Description: Tan / White Male Pit Bull Dog<p/> Age: NO AGE<p/>",
K19-116810,A583881,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583881,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Edgar,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,4/29/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583881,Image Copyright HLP Inc. 2019,"Received on: 2019-04-29<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Edgar and I am available for adoption.<p/><p/>I was brought in by a good samaritan on April 29th, 2019.<p/><p/>I am a shy guy who tries really hard to be social but my nerves get the best of me sometimes and I hide. I really do love pets but because I am such a nervous nelly, I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break .My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K19-116804,A583858,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583858,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Garfield,Cat,1 YEAR 6 MONTHS,Neutered Male,Domestic Shorthair,Org Tabby / White,4/29/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583858,Image Copyright HLP Inc. 2019,"Received on: 2019-04-29<p/> Description: Org Tabby / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Garfield and I am available for adoption.<p/><p/>I was brought in by my previous owner on 4/29/19. I've lived mainly outdoors with my brothers and sisters. My previous owner described me as shy and loving.<p/><p/>Hi there, I'm what you would call an undersocialized kitten. It doesn't mean anything bad it just means when I was wee little one, I was not taught about how nice and awesome people can be to me. I'm very scared at first but once you take the time to show me I can trust you, I will melt in your arms. Although, I'm a fearful kitty, I actually really love to snuggle and purr! I would love to go to a home with one of my siblings or with a younger, confident kitty friend! <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K19-116810,A583881,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A583881,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Edgar,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,4/29/19 0:00,Received on,19900 SE 283RD ST,AUBURN,WA,98092,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583881,Image Copyright HLP Inc. 2019,"Received on: 2019-04-29<p/> Found Near: 19900 SE 283RD ST, AUBURN WA 98092<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
